product_upc,item_number,item_description,case_upc,case_pack,department,supplier
000000000021219400000,640020396,Quizzical Reverent Allen,,1.0,64,Acme Corp Distribution Center
000000000021189400000,640020234,Trusting Upbeat Jang,,1.0,64,Acme Corp Distribution Center
000000000021201900000,640020243,Boring Jovial Pare,,1.0,64,Acme Corp Distribution Center
000000000021203100000,640020244,Cranky Dreamy Curran,,1.0,64,Acme Corp Distribution Center
000000000021203300000,640020246,Angry Kind Aryabhata,,1.0,64,Acme Corp Distribution Center
000000000021204000000,640020255,Modest Vibrant Raman,,1.0,64,Acme Corp Distribution Center
000000000021202700000,640020263,Pensive Suspicious Poitras,,1.0,64,Acme Corp Distribution Center
000000000025988400000,640028118,Kind Objective Hodgkin,,1.0,64,Acme Corp Distribution Center
000000000025964800000,640027830,Gifted Hardcore Kirch,,1.0,64,Acme Corp Distribution Center
000000000021130100000,640030003,Gallant Optimistic Cori,,1.0,64,Acme Corp Distribution Center
000000000026963700000,640029579,Adoring Focused Raman,,1.0,64,Acme Corp Distribution Center
000000000021685900000,640023108,Infallible Zealous Johnson,,1.0,64,Acme Corp Distribution Center
000000000021686900000,640022947,Mystifying Silly Borg,,1.0,64,Acme Corp Distribution Center
000000000021139600000,640030460,Clever Naughty Shtern,,1.0,64,Acme Corp Distribution Center
000000000021117700000,640029736,Practical Stupefied Spence,,1.0,64,Acme Corp Distribution Center
000000000026937000000,640028943,Cocky Trusting Chaplygin,,5.0,64,Acme Corp Distribution Center
000000000025986600000,640028097,Boring Vigorous Murdock,,1.0,64,Acme Corp Distribution Center
000000000025987500000,640028040,Keen Relaxed Wozniak,,1.0,64,Acme Corp Distribution Center
000000000021404800000,640031142,Priceless Zealous Jang,,1.0,64,Acme Corp Distribution Center
000000000021102000000,640030311,Inspiring Suspicious Hawking,,1.0,64,Acme Corp Distribution Center
000000000021315700000,640028618,Dreamy Frosty Brattain,,1.0,64,Acme Corp Distribution Center
000000000021324100000,640028621,Confident Hardcore Euclid,,1.0,64,Acme Corp Distribution Center
000000000025980400000,640027966,Heuristic Vigilant Haibt,,1.0,64,Acme Corp Distribution Center
000000000021336400000,640018334,Angry Vigilant Einstein,,1.0,64,Acme Corp Distribution Center
000000000021687100000,640023094,Festive Keen Aryabhata,,1.0,64,Acme Corp Distribution Center
000000000025925700000,640027520,Peaceful Sleepy Keldysh,,1.0,64,Acme Corp Distribution Center
000000000021123200000,640029931,Condescending Nifty Ride,,1.0,64,Acme Corp Distribution Center
000000000027698100000,640022218,Agitated Zealous Varahamihira,,1.0,64,Acme Corp Distribution Center
000000000000113561589,640020614,Happy Xenodochial Swirles,,1.0,64,Acme Corp Distribution Center
000000000021405100000,640019020,Affectionate Distracted Easley,,1.0,64,Acme Corp Distribution Center
000000000027950000000,788606591,Heuristic Priceless Mccarthy,88768667559,360.0,78,South Coast Baking Co
000000000027949900000,788606583,Cocky Eager Mayer,88768667516,360.0,78,South Coast Baking Co
000000000027950100000,788606606,Boring Lucid Babbage,88768667564,360.0,78,South Coast Baking Co
000000000024731500000,788155011,Admiring Dazzling Stonebraker,89916900204,120.0,78,Banneton Bakery
000000000027852500000,788605333,Tender Thirsty Dijkstra,88768667574,300.0,78,South Coast Baking Co
000000000024731400000,788155003,Gracious Happy Feynman,89916900208,54.0,78,Banneton Bakery
000000000002840004379,788155003,Gracious Happy Feynman,89916900208,54.0,Banneton Bakery
000000000027825400000,788606842,Pedantic Reverent Bhabha,88768667550,300.0,78,South Coast Baking Co
000000000027949800000,788606575,Elastic Zen Wing,88768667501,360.0,78,South Coast Baking Co
000000000020882600000,788300713,Admiring Suspicious Hamilton,1123300108,6.0,78,Table Talk Pies Inc
000000000020881300000,788300551,Boring Vigorous Knuth,1123300007,6.0,78,Table Talk Pies Inc
000000000024731600000,788155029,Mystifying Sharp Goldberg,,80.0,78,Banneton Bakery
000000000024731800000,788155037,Adoring Loving Vaughan,,80.0,78,Banneton Bakery
000000000029809300000,788404494,Blissful Jovial Clarke,85000867881,6.0,78,Palermo Bakery
000000000006305440111,788608048,Ecstatic Peaceful Raman,,12.0,78,Nustef Foods Limited
000000000003967787315,788000038,Amazing Nostalgic Villani,,12.0,78,Wholesome Harvest Baking
000000000029844100000,788453215,Epic Nostalgic Kapitsa,8314222726,6.0,78,Pride Gourmet Bakers
000000000029843900000,788453053,Gallant Inspiring Varahamihira,8314222771,6.0,78,Pride Gourmet Bakers
000000000029835000000,788404224,Jovial Silly Noether,74257420627,4.0,78,Palermo Bakery
000000000029840700000,788453192,Hungry Zen Booth,8314222740,6.0,78,Pride Gourmet Bakers
000000000029826400000,788453100,Amazing Hungry Borg,8314222731,6.0,78,Pride Gourmet Bakers
000000000029810700000,788404389,Optimistic Zealous Montalcini,85000867868,6.0,78,Palermo Bakery
000000000029836000000,788403888,Nervous Priceless Chandrasekhar,85000867800,4.0,78,Palermo Bakery
000000000089107100146,788003565,Focused Laughing Ride,7648941464,14.0,78,Europastry Usa
000000000029837300000,788403870,Admiring Friendly Villani,85000867813,4.0,78,Palermo Bakery
000000000029842500000,788405911,Admiring Silly Tesla,85000867827,4.0,78,Palermo Bakery
000000000027997200000,788004430,Optimistic Pensive Shockley,8314264517,12.0,78,Pride Gourmet Bakers
000000000027852300000,788604955,Awesome Relaxed Curran,88768667541,300.0,78,South Coast Baking Co
000000000027950200000,788606614,Elastic Modest Banach,88768667573,360.0,78,South Coast Baking Co
000000000077098190807,788608878,Eager Jovial Ptolemy,,12.0,78,Give And Go Prep Fds #06Ucs#
000000000001951822057,880563800,Loving Serene Haibt,,13.0,88,Green Circle Growers Inc
000000000003663207801,985865510,Angry Naughty Aryabhata,,8.0,98,Danone (Whitewave)
000000000085000197406,985941853,Keen Laughing Williams,,8.0,98,Good Humor-Breyers #06Ucs###
000000000085000197457,985948368,Eager Eloquent Golick,,8.0,98,Good Humor-Breyers #06Ucs###
000000000074447347613,985862562,Laughing Romantic Bose,,8.0,98,Danone (Whitewave)
000000000074447349213,985941722,Quirky Quizzical Agnesi,74447300126,6.0,98,Danone (Whitewave)
000000000078978550013,985940946,Compassionate Upbeat Saha,,12.0,98,Nestle   ###Ucs###
000000000081397302010,985944770,Compassionate Epic Bohr,,6.0,98,United Natural Foods Inc
000000000007756700121,985946374,Cocky Hungry Bhaskara,,6.0,98,Good Humor-Breyers #06Ucs###
000000000085002805155,985948813,Competent Optimistic Heisenberg,,6.0,98,Jonny Pops Llc
000000000004100000426,985948059,Priceless Suspicious Chandrasekhar,,8.0,98,Good Humor-Breyers #06Ucs###
000000000007258672102,985948211,Happy Pensive Saha,,12.0,98,J&J Snack        ###Ucs###
000000000004100005152,985943300,Focused Jolly Jang,4100057662,8.0,98,Good Humor-Breyers #06Ucs###
